3.740650664251511381e-01 1.382674504625186091e+05
3.741209937449102019e-01 1.383074878185896087e+05
3.741629543787840517e-01 1.382417868545986712e+05
3.742024164044189249e-01 1.383403188632781676e+05
3.742566784458449813e-01 1.383160434360513755e+05
3.743004422241902329e-01 1.383766783937381697e+05
3.743624840534083287e-01 1.384369207253600762e+05
3.744051566390339536e-01 1.383146792717808567e+05
3.744456749978584131e-01 1.383342248191893741e+05
3.744715173162983524e-01 1.382848069617658621e+05
3.745180359323607155e-01 1.384281372635167500e+05
3.745761519373274062e-01 1.383500142739542061e+05
3.746162714632671475e-01 1.382218320977955882e+05
3.746673553509629051e-01 1.383425815323065908e+05
3.747261364071860501e-01 1.383993850588338100e+05
3.747602278366840012e-01 1.383991194651459809e+05
3.748224679931593251e-01 1.384513785312259279e+05
3.748507614422290635e-01 1.384922741490238695e+05
3.748817348396025206e-01 1.383220259100816329e+05
3.749358981733414975e-01 1.384282779245251731e+05
3.749823333354401766e-01 1.384873496429968800e+05
3.750287251052434878e-01 1.385143409538195992e+05
3.750736234161264337e-01 1.384919877710939327e+05
3.751176744452579537e-01 1.384864945418742136e+05
3.751605003561501173e-01 1.384407461313046806e+05
3.752152807637599841e-01 1.384311513939264405e+05
3.752536156440239301e-01 1.385020336621456954e+05
3.752983595713813014e-01 1.385177524894764647e+05
3.753440427596740347e-01 1.385565184032015095e+05
3.753916269087915203e-01 1.384219450692961400e+05
3.754397034246297893e-01 1.385095024612894049e+05
3.754758795131528659e-01 1.385057946130087075e+05
3.755333422576723201e-01 1.385926403906613123e+05
3.755686975500118208e-01 1.386007214474494103e+05
3.756092100046812821e-01 1.385412084485988598e+05
3.756605041931969646e-01 1.385418818414167617e+05
3.757044126208834434e-01 1.385287071949896635e+05
3.757417054540486134e-01 1.383888405030417489e+05
3.757896621306704987e-01 1.385129833486107818e+05
3.758475188720317162e-01 1.385683772871640685e+05
3.758885487756304378e-01 1.386658043699435075e+05
3.759327493169888901e-01 1.385590992626373190e+05
3.759808616206040677e-01 1.385553668607816217e+05
3.760223392011589061e-01 1.386309484918694361e+05
3.760795508588397063e-01 1.385483497713039105e+05
3.761171317746097031e-01 1.386155822494014865e+05
3.761714341836680520e-01 1.386087535834904702e+05
3.762037602226862565e-01 1.386237721548828413e+05
3.762466975268049518e-01 1.385870533285882848e+05
3.762980619868361298e-01 1.386658199311299250e+05
3.763422307042465498e-01 1.386463170563338208e+05
3.763976601989730830e-01 1.386572425035415508e+05
3.764345222691030113e-01 1.386715423722094274e+05
3.764807849552382901e-01 1.387502500281600805e+05
3.765172939753653747e-01 1.387635159841402201e+05
3.765808110035429035e-01 1.387423627562347101e+05
3.766270669226201018e-01 1.387275499546995852e+05
3.766602976766738609e-01 1.387535986359970702e+05
3.767175963481483869e-01 1.387525418071942404e+05
3.767493695885104632e-01 1.387699014764155145e+05
3.768001388122400042e-01 1.387001793423595664e+05
3.768476125650949138e-01 1.387732733977431199e+05
3.768981710057203172e-01 1.387150210232375830e+05
3.769388765819433051e-01 1.387211718027771567e+05
3.769847524007195472e-01 1.387028718751262641e+05
3.770203787901927339e-01 1.387157727532029094e+05
3.770700505863137098e-01 1.387786261650179222e+05
3.771071896502989351e-01 1.388109829216121871e+05
3.771671784991943999e-01 1.388559595788452425e+05
3.772265739956320862e-01 1.388602008442505030e+05
3.772583927849960661e-01 1.387996947080536629e+05
3.773003454084902231e-01 1.388392683441843255e+05
3.773405272126456045e-01 1.387940592061182251e+05
3.773846430541879515e-01 1.388307772220941551e+05
3.774439570748382988e-01 1.387818307036375918e+05
3.774868891531500958e-01 1.388765090584627469e+05
3.775227650256106071e-01 1.389283283455947530e+05
3.775659336555681755e-01 1.388017067501730635e+05
3.776193622806104377e-01 1.389460871294001990e+05
3.776598945641634897e-01 1.389934319384265400e+05
3.777053054959698675e-01 1.389211337403859361e+05
3.777439494316084945e-01 1.388303555769301020e+05
3.777955865846792105e-01 1.388309927783994353e+05
3.778468578437712000e-01 1.388936364030328405e+05
3.778855785468355211e-01 1.389432319114812126e+05
3.779364751443437531e-01 1.388145461330076796e+05
3.779726021386817791e-01 1.388341411981221754e+05
3.780187526123883757e-01 1.389101312127698911e+05
3.780747881418612955e-01 1.389969460916575626e+05
3.781104990470143257e-01 1.389568523017799307e+05
3.781521144828746683e-01 1.389945650671673939e+05
3.781993185690993298e-01 1.389745876014593814e+05
3.782534463759764098e-01 1.389449020579812641e+05
3.783064683707453857e-01 1.390076787623732234e+05
3.783473153107831943e-01 1.389408352916692093e+05
3.783909620835951837e-01 1.389461069677092892e+05
3.784337233877996254e-01 1.389894239060714899e+05
3.784907767095002096e-01 1.390803440989634255e+05
3.785358280409386600e-01 1.389974947961424768e+05
3.785748918881722269e-01 1.390078002005668241e+05
3.786213432813225199e-01 1.390515123244185525e+05
3.786852814679024237e-01 1.389891977336008858e+05
3.787061596154571719e-01 1.389795150446499465e+05
3.787526049115804705e-01 1.389949345737350523e+05
3.788040667658074678e-01 1.390173502056913858e+05
3.788503637388514478e-01 1.390016304583632445e+05
3.789076945233836313e-01 1.391051927323252894e+05
3.789266716993320849e-01 1.389932529251778324e+05
3.789798976071192538e-01 1.390526510370603355e+05
3.790156241226388945e-01 1.390991334950561286e+05
3.790790853411183381e-01 1.391584315080562083e+05
3.791189698641014849e-01 1.391769635927607305e+05
3.791638628617792772e-01 1.391346498254216567e+05
3.792078778082930146e-01 1.391584606915036566e+05
3.792579543457773594e-01 1.391165511740756046e+05
3.793050241415061308e-01 1.391651219721508387e+05
3.793373516913610133e-01 1.391059546202840284e+05
3.793886397642938779e-01 1.391393478350941732e+05
3.794444548954250540e-01 1.392702372109861753e+05
3.794858711715545785e-01 1.392159766191903036e+05
3.795347912110620947e-01 1.392416088550841087e+05
3.795704500171550033e-01 1.392627223723905918e+05
3.796151654029112366e-01 1.390806097196542833e+05
3.796681699747390115e-01 1.392616372463613807e+05
3.797161644632078281e-01 1.391810853177968820e+05
3.797575900087169498e-01 1.392962288690785645e+05
3.797933639915971327e-01 1.392330748157941271e+05
3.798453605276081446e-01 1.392544683204054600e+05
3.799015810485261713e-01 1.393159994338983961e+05
3.799396341183375880e-01 1.392314839510706661e+05
3.799871437097770976e-01 1.392278756509236409e+05
3.800191620000059056e-01 1.391177231911550625e+05
3.800683158081143986e-01 1.392188285555501643e+05
3.801279836979972737e-01 1.393076241142300714e+05
3.801595735528291997e-01 1.393099448994495324e+05
3.802208427186968276e-01 1.393229480941261863e+05
3.802480061639621489e-01 1.393073680906126683e+05
3.803059542043170094e-01 1.394303110986668617e+05
3.803589221747930571e-01 1.393973556596569542e+05
3.803985506091097646e-01 1.393297459498351382e+05
3.804430444214061957e-01 1.393921211028821126e+05
3.804846791026219033e-01 1.392444613011717156e+05
3.805313289394712806e-01 1.393107271674688091e+05
3.805799313118294891e-01 1.393939794639039319e+05
3.806242940364958915e-01 1.393852562660148251e+05
3.806563944449907755e-01 1.394407914611996675e+05
3.807177151840444029e-01 1.393193033720753447e+05
3.807794626601890275e-01 1.394169425371378893e+05
3.808049163255661229e-01 1.392868743000354443e+05
3.808379060451442810e-01 1.393354248644528852e+05
3.808871699424297153e-01 1.394590427954558982e+05
3.809478274795794484e-01 1.394953062758505403e+05
3.809853078716374242e-01 1.394558205249644234e+05
3.810230806187238639e-01 1.394940230985986127e+05
3.810718981923384985e-01 1.393357438468848704e+05
3.811208636638965808e-01 1.393767160606653779e+05
3.811630029265152819e-01 1.394256458862196014e+05
3.812170661816092765e-01 1.393999681891807413e+05
3.812633950069199140e-01 1.395238250896593090e+05
3.813096807079894290e-01 1.395803645685153315e+05
3.813643711581768403e-01 1.395577312547540059e+05
3.814008867053546581e-01 1.394638671764359751e+05
3.814670101200168806e-01 1.394966192335950909e+05
3.814972056852644622e-01 1.394618504294643644e+05
3.815384346115395231e-01 1.395874596457650478e+05
3.815848100010298949e-01 1.395003184357942664e+05
3.816366383721178646e-01 1.395166100365561433e+05
