MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			110811 X-Prize Challenge 3A, 304L transverse tensile test, Wo=0.2501", Thicko=0.205"			Time:	150.17505	Sec	11/9/2011 3:15:09 PM
Time	Axial Displacement	Axial Strain	Axial Force
Sec	in	in/in	lbf
9.4462891	0.027391855	0.0012385395	1052.9095
9.4763184	0.027546497	0.001264345	1057.677
9.5063477	0.027531244	0.0012566302	1057.0339
9.536377	0.027588503	0.0012626798	1059.4092
9.5664063	0.027810261	0.0012604169	1060.4958
9.5964355	0.027869396	0.0012825915	1064.3142
9.6264648	0.027904125	0.0012730873	1067.3665
9.6564941	0.028021926	0.0012811305	1071.0975
9.6865234	0.028220922	0.0012900996	1070.856
9.7165527	0.028256357	0.0013191508	1077.583
9.746582	0.028303759	0.0013251357	1078.3577
9.7766113	0.028426487	0.0012857675	1081.0754
9.8066406	0.028502518	0.0013138101	1080.641
9.8366699	0.028539127	0.0013117717	1084.9154
9.8666992	0.028569398	0.0013135296	1086.2837
9.8967285	0.028796552	0.0013191606	1091.1488
9.9267578	0.02885686	0.0013360725	1094.0662
9.9567871	0.028944626	0.0013552435	1097.085
9.9868164	0.02910584	0.0013517829	1098.0054
10.016846	0.029148549	0.0013676259	1099.3149
10.046875	0.029174361	0.0013376585	1102.9023
10.076904	0.029322669	0.0013769196	1105.8674
10.106934	0.029371245	0.0013688259	1109.1281
10.136963	0.029550763	0.0013741235	1110.8792
10.166992	0.029525654	0.0013910969	1113.8909
10.197021	0.029728873	0.0014248634	1117.2972
10.227051	0.029780498	0.0013878356	1120.2252
10.25708	0.029746942	0.0014187916	1121.7002
10.287109	0.029932091	0.0014226126	1125.0532
10.317139	0.029995216	0.001416738	1126.3865
10.347168	0.030125219	0.0014178808	1128.8866
10.377197	0.030158307	0.0014506526	1131.4176
10.407227	0.030294178	0.0014707664	1134.6556
10.437256	0.030416438	0.0014478475	1136.5043
10.467285	0.030446006	0.0014822219	1136.8096
10.497314	0.030554889	0.0014516056	1145.1995
10.527344	0.030650867	0.0014531686	1145.04
10.557373	0.030723143	0.0014804011	1148.2582
10.587402	0.030770546	0.0014840876	1151.0685
10.617432	0.030979631	0.0015116086	1151.2959
10.647461	0.031038767	0.0015053361	1156.2562
10.67749	0.031117614	0.0015301312	1155.4288
10.70752	0.031199042	0.0015159553	1161.1292
10.737549	0.031271555	0.0015277878	1164.4395
10.767578	0.031350635	0.0014930725	1163.7131
10.797607	0.031466793	0.0015535095	1168.2097
10.827637	0.031540949	0.0015351815	1169.5876
10.857666	0.031616978	0.0015680041	1172.126
10.887695	0.031762235	0.0015557517	1174.7704
10.917725	0.031851877	0.0015738358	1177.2191
10.947754	0.03188074	0.0015638658	1183.8397
10.977783	0.032044303	0.0016089886	1185.9072
11.007813	0.032157175	0.0015968228	1184.6554
11.037842	0.032245643	0.001600956	1185.3193
11.067871	0.032301493	0.0016293038	1189.0864
11.0979	0.032358751	0.0016050859	1194.0381
11.12793	0.032347254	0.0016349267	1197.0387
11.157959	0.03253381	0.0016362475	1197.8074
11.187988	0.032580744	0.0016545282	1202.1835
11.218018	0.032684699	0.0016420597	1204.1333
11.248047	0.032759324	0.0016705996	1204.8555
11.278076	0.032822918	0.0016727272	1205.9379
11.308105	0.032991406	0.0016672915	1210.3246
11.338135	0.033125632	0.0017050122	1213.8162
11.368164	0.033236161	0.0016979995	1215.3647
11.398193	0.03325728	0.0017129475	1221.3954
11.428223	0.033369917	0.0017175459	1222.1738
11.458252	0.033413097	0.0017392036	1223.309
11.488281	0.033594493	0.0017561537	1226.4054
11.518311	0.033598483	0.0017719812	1230.3727
11.54834	0.033705018	0.0017551946	1231.5897
11.578369	0.033768613	0.0017466602	1233.7317
11.608398	0.033918329	0.0017722117	1235.3702
11.638428	0.03400046	0.0017921595	1239.3431
11.668457	0.034048099	0.0017874829	1239.1752
11.698486	0.034199689	0.0017930762	1242.5972
11.728516	0.03426563	0.0018189397	1244.0288
11.758545	0.034390472	0.0018423354	1249.0745
11.788574	0.034485746	0.0018439515	1253.0433
11.818604	0.034555908	0.0018539854	1254.9712
11.848633	0.034670427	0.0018735473	1256.7178
11.878662	0.03474012	0.0018670814	1256.0609
11.908691	0.034741528	0.001882064	1257.9244
11.938721	0.034894999	0.0019052405	1262.3224
11.96875	0.034922924	0.0018915966	1264.3279
11.998779	0.035112064	0.0019394435	1267.4128
12.028809	0.035109717	0.0019200625	1271.1342
12.058838	0.035267882	0.0019279694	1271.4705
